16666	Una prelibatezza per il tuo pet!
16667	Una prelibatezza per il tuo pet molto rara!
72501	Anello Esperienza(iCafe)	Aumenta la raccolta di esperienza del 20 % per i membri del iCafe.
72502	Guanti del Ladro(iCafe)	La quantità di oggetti razziati aumenta di 1,5 volte per i membri del iCafe.
72701	Scarpe del Vento	Quando le indossi la tua velocità di movimento aumenta di 30.
72703	Adamantio	L'Adamantio è una delle leghe più dure al mondo, ed è usato per migliorare armature e armi leggendarie.
72704	Mithril	Il Mithril è una delle leghe più dure al mondo, ed è usato per migliorare armature e armi leggendarie.
72705	Arcanite	L'Arcanite è una delle leghe più dure al mondo, ed è usato per migliorare armature e armi leggendarie.
72706	Bracciale Osso di Drago	La tua difesa contro le abilità aumenta del 15% per 2 ore (il tempo decorre a partire dal momento in cui indossi l'item). L'item non è commerciabile.
72723	Elisir del Sole (P)	Ripristina automaticamente i tuoi HP. Contiene 1.000.000 HP.
72724	Elisir del Sole (M)	Ripristina automaticamente i tuoi HP. Contiene 3.000.000 HP.
72725	Elisir del Sole (G)	Ripristina automaticamente i tuoi HP. Contiene Infiniti HP.
72726	Elisir del Sole (S)	Ripristina automaticamente i tuoi HP. Contiene 10.000.000 HP. Questo item è commerciabile.
72727	Elisir della Luna (P)	Ripristina automaticamente i tuoi MP. Contiene 100.000 MP.
72728	Elisir della Luna (M)	Ripristina automaticamente i tuoi MP. Contiene 300.000 MP.
72729	Elisir della Luna (G)	Ripristina automaticamente i tuoi MP. Contiene Infiniti MP.
72730	Elisir della Luna (S)	Ripristina automaticamente i tuoi MP. Contiene 1.000.000 MP. Questo item è commerciabile.
58999	Questa pozione ti permette di annullare il tempo di attesa per leggere un talento.
73001	Pett. moderna (rossa)	Una pettinatura che ti dona un aspetto deciso (per personaggi da livello15)
73002	Pett. moderna (chiara)	Una pettinatura che ti dona un aspetto deciso (per personaggi da livello15)
73003	Pett. moderna (blu)	Una pettinatura che ti dona un aspetto deciso (per personaggi da livello15)
73004	Pett. moderna (marrone)	Una pettinatura che ti dona un aspetto deciso (per personaggi da livello15)
73005	Bandana (Rossa)	Capelli corti domati da una bandana.
73006	Bandana (Quadr. Marrone)	Capelli corti domati da una bandana.
73007	Bandana (Blu)	Capelli corti domati da una bandana.
73008	Bandana (Quadr. Verde)	Capelli corti domati da una bandana.
73009	Capelli Lunghi(Neri)	Una pettinatura che conferisce un aspetto forte (per personaggi da livello 35)
73010	Capelli Lunghi(Rossi)	Una pettinatura che conferisce un aspetto forte (per personaggi da livello 35)
73011	Capelli Lunghi(Mar.Chi.)	Una pettinatura che conferisce un aspetto forte (per personaggi da livello 35)
73012	Capelli Lunghi(Ver.Chi.)	Una pettinatura che conferisce un aspetto forte (per personaggi da livello 35)
73251	Coda di cavallo(Marrone)	Una pettinatura i cui capelli sono raccolti in una lunga coda di cavallo (per personaggi da livello 15)
73252	Coda di cavallo(Verde)	Una pettinatura i cui capelli sono raccolti in una lunga coda di cavallo (per personaggi da livello 15)
73253	Coda di cavallo(Blu)	Una pettinatura i cui capelli sono raccolti in una lunga coda di cavallo (per personaggi da livello 15)
73254	Coda di cavallo(Avorio)	Una pettinatura i cui capelli sono raccolti in una lunga coda di cavallo (per personaggi da livello 15)
73255	Cap. Corti Pett.(Rossi)	Una pettinatura molto naturale con capelli lunghi fino alle spalle.
73256	Cap. Corti Pett.(Ma.)	Una pettinatura molto naturale con capelli lunghi fino alle spalle.
73257	Cap. Corti Pett.(Chiari)	Una pettinatura molto naturale con capelli lunghi fino alle spalle.
73258	Cap. Corti Pett.(Lilla)	Una pettinatura molto naturale con capelli lunghi fino alle spalle.
73259	Capelli Corti(Rossi)	Una pettinatura che conferisce un aspetto ingannevole (per personaggi da livello 35)
73260	Capelli Corti(Blu)	Una pettinatura che conferisce un aspetto ingannevole (per personaggi da livello 35)
73261	Capelli Corti(Neri)	Una pettinatura che conferisce un aspetto ingannevole (per personaggi da livello 25)
73262	Capelli Corti(Gialli)	Una pettinatura che conferisce un aspetto ingannevole (per personaggi da livello 25)
73501	Pett. Sportiva(Bianco)	Una pettinatura che ti fa apparire cattivo (per personaggi da livello 15)
73502	Pett. Sportiva(Marrone)	Una pettinatura che ti fa apparire cattivo (per personaggi da livello 15)
73503	Pett. Sportiva(Gialla)	Una pettinatura che ti fa apparire cattivo (per personaggi da livello 15)
73504	Pett. Sportiva(Verde)	Una pettinatura che ti fa apparire cattivo (per personaggi da livello 15)
73505	Pett. Carismatica(Bian.)	Una pettinatura che dimostra un carattere forte ed individuale (per personaggi da livello 25)
73506	Pett. Carismatica(Rossa)	Una pettinatura che dimostra un carattere forte ed individuale (per personaggi da livello 25)
73507	Pett. Carismatica(Nera)	Una pettinatura che dimostra un carattere forte ed individuale (per personaggi da livello 25)
73508	Pett. Carismatica(Lilla)	Una pettinatura che dimostra un carattere forte ed individuale (per personaggi da livello 25)
73509	Pettinatura Chic(Bianca)	Una pettinatura con coda (per personaggi da livello 35)
73510	Pettinatura Chic(Blu)	Una pettinatura con coda (per personaggi da livello 35)
73511	Pettinatura Chic(Nera)	Una pettinatura con coda (per personaggi da livello 35)
73512	Pettinatura Chic(Ma.)	Una pettinatura con coda (per personaggi da livello 35)
73751	Pett. Raffinata (Marr.)	Una pettinatura con uno spillone a forma di farfalla con capelli raccolti (per personaggi da livello 15)
73752	Pett. Raffinata (Nera)	Una pettinatura con uno spillone a forma di farfalla con capelli raccolti (per personaggi da livello 15)
73753	Pett. Raffinata (Blu)	Una pettinatura con uno spillone a forma di farfalla con capelli raccolti (per personaggi da livello 15)
73754	Pett. Raffinata (chiara)	Una pettinatura con uno spillone a forma di farfalla con capelli raccolti (per personaggi da livello 15)
73755	Capelli Medi (Marroni)	Una pettinatura elegante per shamana (per personaggi da livello 25)
73756	Capelli Medi(Neri)	Una pettinatura elegante per shamana (per personaggi da livello 25)
73757	Capelli Medi(Giallo)	Capelli lisci pettinati con eleganza.
73758	Capelli Medi(Lilla)	Una pettinatura elegante per shamana (per personaggi da livello 25)
73759	Pettin. antica (marrone)	Una pettinatura femminile con capelli lunghi scalati (per personaggi da livello 35)
73760	Cap. Med. Lung.(Gialli)	Capelli lunghi pettinati in modo tradizionale.
73761	Cap. Med. Lung.(Lilla)	Una pettinatura femminile con capelli lunghi scalati (per personaggi da livello 35)
73762	Pett. antica (rossa)	Una pettinatura femminile con capelli lunghi scalati (per personaggi da livello 35)
74001	Pett. moderna (rossa)	Una pettinatura che ti dona un aspetto inconfondibile
74002	Pett. moderna (chiara)	Una pettinatura che ti dona un aspetto deciso.
74003	Pett. moderna (blu)	Una pettinatura che ti dona un aspetto deciso
74004	Pett. moderna (marrone)	Una pettinatura che ti dona un aspetto deciso
74005	Bandana (Rossa)	Capelli marroni corti con una bandana rossa.
74006	Bandana (Quadr. Marrone)	Capelli biondi corti con una bandana chiara.
74007	Bandana (Blu)	Capelli blu corti con una bandana marrone
74008	Bandana (Quadr. Verde)	Capelli verdi corti con una bandana verde
74009	Capelli Lunghi(Neri)	Una pettinatura che conferisce un aspetto straordinario
74010	Capelli Lunghi(Rossi)	Una pettinatura che conferisce un aspetto straordinario
74011	Capelli Lunghi (marroni)	Una pettinatura che conferisce un aspetto straordinario
74012	Capelli Lunghi(verdi)	Una pettinatura che conferisce un aspetto straordinario
74013	Afro per Guerriero	Conferisce a un guerriero un bonus HP dell'1%. Sostituisce la pettinatura attualmente in uso (dura 7 giorni).
74014	Afro per Guerriero	Conferisce a un guerriero un bonus MP dell'1%. Sostituisce la pettinatura attualmente in uso (dura 7 giorni).
74015	Elmo Samurai Guerriero	Conferisce a un guerriero un bonus HP dell'1%. Sostituisce la pettinatura attualmente in uso (dura 7 giorni).
74016	Elmo Samurai Guerriero	Conferisce a un guerriero un bonus MP dell'1%. Sostituisce la pettinatura attualmente in uso (dura 7 giorni).
74017	Fez per Guerriero	Un copricapo rosso per guerrieri maschi. (Durata: 7 giorni)
74018	Kefiah per Guerriero	Un copricapo per guerrieri maschi. (Durata: 7 giorni)
74019	Turbante per Guerriero	Un copricapo per guerrieri maschi realizzato con un tessuto elegante. (Durata: 7 giorni)
74020	Masch. Zucca guerr. (m)	Una maschera a forma di zucca per guerrieri. Gli attributi e la durata vengono assegnati in modo casuale. Sostituisce la pettinatura in uso.
74251	Coda di cavallo(Marrone)	Capelli lunghi marroni raccolti in una treccia - una pettinatura molto amata dalle donne
74252	Coda di Cavallo(Verde)	Capelli lunghi verdi raccolti in una treccia - una pettinatura molto amata dalle donne
74253	Coda di cavallo(Blu)	Capelli lunghi blu raccolti in una treccia - una pettinatura molto amata dalle donne
74254	Coda di cavallo (chiara)	Capelli lunghi chiari raccolti in una treccia - una pettinatura molto amata dalle donne
74255	Cap. alle spalle (rossi)	Una pettinatura moderna e sbarazzina
74256	Cap. alle spalle (mar.)	Una pettinatura moderna e sbarazzina
74257	Cap. alle spalle(Chiari)	Una pettinatura moderna e sbarazzina
74258	Cap. alle spalle (lilla)	Una pettinatura moderna e sbarazzina
74259	Capelli Corti(Rossi)	Capelli rossi sfilati in stile ninja
74260	Capelli Corti(Blu)	Capelli blu sfilati in stile ninja
74261	Capelli Corti(Neri)	Capelli neri sfilati in stile ninja
74262	Capelli Corti(biondi)	Capelli biondi sfilati in stile ninja
74263	Afro per Ninja (f)	Conferisce a una ninja un bonus HP dell'1%. Sostituisce la pettinatura attualmente in uso (dura 7 giorni).
74264	Afro per Ninja (f)	Conferisce a una ninja un bonus MP dell'1%. Sostituisce la pettinatura attualmente in uso (dura 7 giorni).
74265	Cappello Fiori Ninja (f)	Conferisce a una ninja un bonus HP dell'1%. Sostituisce la pettinatura attualmente in uso (dura 7 giorni).
74266	Cappello Fiori Ninja (f)	Conferisce a una ninja un bonus MP dell'1%. Sostituisce la pettinatura attualmente in uso (dura 7 giorni).
74267	Foulard Sabbia Ninja (f)	Un velo copricapo per ninja femmine realizzato con un tessuto molto pregiato. Aumenta del 10% la resistenza ai danni contro i mostri
74268	Velo Deserto Ninja (f)	Un Velo del Deserto per Ninja donne realizzato con un tessuto nobile. Aumenta del 10% la resistenza ai danni contro i mostri
74269	Turbante per Ninja (f)	Un turbante per ninja femmine realizzato con un tessuto molto pregiato. Aumenta del 10% i danni
74270	Masch. Zucca ninja (f)	Una maschera a forma di zucca per donne ninja. Gli attributi e la durata vengono assegnati in modo casuale. Sostituisce la pettinatura in uso.
74501	Pett. Sportiva (chiara)	Capelli corti in stile militare
74502	Pett. Sportiva(Marrone)	Capelli corti in stile militare
74503	Pett. Sportiva(bionda)	Capelli corti in stile militare
74504	Pett. Sportiva(Verde)	Capelli corti in stile militare
74505	Pett. Carismatica(Bian.)	Una pettinatura che accentua il tuo carattere individuale
74506	Pett. Carismatica(Rossa)	Una pettinatura che accentua il tuo carattere individuale
74507	Pett. Carismatica(Nera)	Una pettinatura che accentua il tuo carattere individuale
74508	Pett. Carismatica(Lilla)	Una pettinatura che accentua il tuo carattere individuale
74509	Treccia lunga (bianca)	Treccia di antica tradizione, un tempo simbolo di ricchezza
74510	Treccia lunga (blu)	Treccia di antica tradizione, un tempo simbolo di ricchezza
74511	Treccia lunga (nera)	Treccia di antica tradizione, un tempo simbolo di ricchezza
74512	Treccia lunga (marrone)	Treccia di antica tradizione, un tempo simbolo di ricchezza
74513	Afro per Sura (f)	Conferisce a un sura un bonus HP dell'1%. Sostituisce la pettinatura attualmente in uso (dura 7 giorni).
74514	Afro per Sura (m)	Conferisce a un sura un bonus MP dell'1%. Sostituisce la pettinatura attualmente in uso (dura 7 giorni).
74515	Elmo Samurai Sura (m)	Conferisce a un sura un bonus HP dell'1%. Sostituisce la pettinatura attualmente in uso (dura 7 giorni).
74516	Elmo Samurai Sura (m)	Conferisce a un sura un bonus MP dell'1%. Sostituisce la pettinatura attualmente in uso (dura 7 giorni).
74517	Fez per Sura (m)	Un copricapo rosso per sura maschi. Aumenta del 10% la resistenza ai danni contro i mostri
74518	Kefiah per Sura (m)	Un copricapo per sura maschi. Aumenta del 10% la resistenza ai danni contro i mostri
74519	Turbante per Sura (m)	Un copricapo per sura maschi realizzato con un tessuto elegante. Aumenta del 10% i danni
74520	Masch. Zucca sura (m)	Una maschera a forma di zucca per sura. Gli attributi e la durata vengono assegnati in modo casuale. Sostituisce la pettinatura in uso.
74521	Pettin. moderna (grigio)	Una pettinatura che ti dona un aspetto deciso
74522	Bandana	Capelli corti domati da una bandana
74523	Capelli lunghi (biondi)	Una pettinatura magnifica, costituita da lunghi capelli biondi
74524	Pettin. moderna (oro)	Capelli dorati con un taglio moderno, raccolti da una bandana.
74525	Bandana (nero)	Una pettinatura ribelle domata da una bandana
74526	Capelli lunghi (rubino)	Una magnifica capigliatura color rubino
74527	Coda di cavallo (rosso)	Capelli lunghi raccolti in una treccia
74528	Capelli alle spalle(blu)	Un taglio di capelli discreto, con una bandana blu
74529	Capelli corti (castani)	Una comoda pettinatura dai capelli corti che conferisce un aspetto losco.
74530	Coda di cavallo (rosso)	Capelli lunghi rossi raccolti in una treccia - una pettinatura molto amata dalle donne
74531	Capelli alle spalle/neri	Una pettinatura moderna e sbarazzina
74532	Capelli corti (grigi)	Una comoda pettinatura dai capelli corti che conferisce un aspetto minaccioso.
74533	Pettin. sportiva (nero)	Capelli corti in stile militare
74534	Pett. carismatica/bionda	Una pettinatura che accentua il tuo carattere individuale.
74535	Lunga treccia (rosa)	Treccia di antica tradizione, un tempo simbolo di ricchezza
74536	Pettin. sportiva (lilla)	Una pettinatura dai capelli corti fuori dal comune
74537	Pett. carismatica/bionda	Una pettinatura dai capelli lunghi che dimostra un carattere forte e individuale
74538	Lunga treccia (regale)	Treccia di antica tradizione, un tempo simbolo di ricchezza
74539	Pett. raffinata (viola)	Una pettinatura nobile, con i capelli all'indietro
74540	Capelli medi (scuri)	Una pettinatura elegante per shamani
74541	Pettin. antica (bianco)	Capelli lunghi pettinati in modo tradizionale
74542	Pett. raffinata (rosso)	Una pettinatura con capelli elegantemente raccolti in un fermacapelli a forma di farfalla
74543	Capelli medi (bianchi)	Capelli lisci pettinati con eleganza
74544	Pettin. antica (nero)	Una pettinatura femminile con capelli lunghi scalati
74545	Trecce tribali (rosso)	Trecce decorate con delle perle di legno di colore rosso. Indicano l'appartenenza a una certa tribù.
74546	Trecce tribali (giallo)	Trecce decorate con delle perle di legno di colore giallo. Indicano l'appartenenza a una certa tribù.
74547	Trecce tribali (blu)	Trecce decorate con delle perle di legno di colore blu. Indicano l'appartenenza a una certa tribù.
74548	Trecce tribali (viola)	Trecce decorate con delle perle di legno di colore viola. Indicano l'appartenenza a una certa tribù.
